DrugBank ID,Name,CAS Number,Drug Groups,InChIKey,InChI,SMILES,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID
DB00889,Granisetron,109889-09-0,approved; investigational,MFWNKCLOYSRHCJ-BTTYYORXSA-N,"InChI=1S/C18H24N4O/c1-21-13-6-5-7-14(21)11-12(10-13)19-18(23)17-15-8-3-4-9-16(15)22(2)20-17/h3-4,8-9,12-14H,5-7,10-11H2,1-2H3,(H,19,23)/t12-,13+,14-",CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2,C18H24N4O,C07023,D04370,5284566,46505137,5537,CHEMBL1290003,CWB,10482033,50443668
DB00896,Rimexolone,49697-38-3,approved,QTTRZHGPGKRAFB-OOKHYKNYSA-N,"InChI=1S/C24H34O3/c1-6-20(27)24(5)14(2)11-18-17-8-7-15-12-16(25)9-10-22(15,3)21(17)19(26)13-23(18,24)4/h9-10,12,14,17-19,21,26H,6-8,11,13H2,1-5H3/t14-,17+,18+,19+,21-,22+,23+,24-/m1/s1",[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C24H34O3,,D05729,5311412,46504820,135566,CHEMBL1200617,,4470902,50103606
DB00897,Triazolam,28911-01-5,approved; investigational,JOFWLTCLBGQGBO-UHFFFAOYSA-N,"InChI=1S/C17H12Cl2N4/c1-10-21-22-16-9-20-17(12-4-2-3-5-14(12)19)13-8-11(18)6-7-15(13)23(10)16/h2-8H,9H2,1H3",CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12,C17H12Cl2N4,,D00387,5556,46509147,9674,CHEMBL646,,5355,50001765
DB00898,Ethanol,64-17-5,approved,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,C2H6O,C00469,D00068,702,46506969,16236,CHEMBL545,EOH,682,
DB00899,Remifentanil,132875-61-7,approved,ZTVQQQVZCWLTDF-UHFFFAOYSA-N,"InChI=1S/C20H28N2O5/c1-4-17(23)22(16-8-6-5-7-9-16)20(19(25)27-3)11-14-21(15-12-20)13-10-18(24)26-2/h5-9H,4,10-15H2,1-3H3",CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,C20H28N2O5,C08021,D08473,60815,46504538,8802,CHEMBL1005,,54803,50012491
DB00900,Didanosine,69655-05-6,approved,BXZVVICBKDXVGW-NKWVEPMBSA-N,"InChI=1S/C10H12N4O3/c15-3-6-1-2-7(17-6)14-5-13-8-9(14)11-4-12-10(8)16/h4-7,15H,1-3H2,(H,11,12,16)/t6-,7+/m0/s1",OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,C10H12N4O3,C06953,D00296,50599,46506255,490877,CHEMBL1460,2DI,45864,50404252
DB00903,Etacrynic acid,58-54-8,approved; investigational,AVOLMBLBETYQHX-UHFFFAOYSA-N,"InChI=1S/C13H12Cl2O4/c1-3-7(2)13(18)8-4-5-9(12(15)11(8)14)19-6-10(16)17/h4-5H,2-3,6H2,1H3,(H,16,17)",CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,C13H12Cl2O4,,D00313,3278,46507562,4876,CHEMBL456,EAA,3163,50186231
DB00904,Ondansetron,99614-02-5,approved,FELGMEQIXOGIFQ-UHFFFAOYSA-N,"InChI=1S/C18H19N3O/c1-12-19-9-10-21(12)11-13-7-8-16-17(18(13)22)14-5-3-4-6-15(14)20(16)2/h3-6,9-10,13H,7-8,11H2,1-2H3",CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,C18H19N3O,C07325,D00456,4595,46504819,7773,CHEMBL46,,4434,85330
DB00905,Bimatoprost,155206-00-1,approved; investigational,AQOKCDNYWBIDND-FTOWTWDKSA-N,"InChI=1S/C25H37NO4/c1-2-26-25(30)13-9-4-3-8-12-21-22(24(29)18-23(21)28)17-16-20(27)15-14-19-10-6-5-7-11-19/h3,5-8,10-11,16-17,20-24,27-29H,2,4,9,12-15,18H2,1H3,(H,26,30)/b8-3-,17-16+/t20-,21+,22+,23-,24+/m0/s1",CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,C25H37NO4,,D02724,5311027,46505334,51230,CHEMBL1200963,15M,4470565,220120
DB00906,Tiagabine,115103-54-3,approved; investigational,PBJUNZJWGZTSKL-MRXNPFEDSA-N,"InChI=1S/C20H25NO2S2/c1-14-7-11-24-18(14)17(19-15(2)8-12-25-19)6-4-10-21-9-3-5-16(13-21)20(22)23/h6-8,11-12,16H,3-5,9-10,13H2,1-2H3,(H,22,23)/t16-/m1/s1",CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,C20H25NO2S2,C07503,,60648,46505560,9586,CHEMBL1027,,54661,50368628
DB00907,Cocaine,50-36-2,approved; illicit,ZPUCINDJVBIVPJ-LJISPDSOSA-N,"InChI=1S/C17H21NO4/c1-18-12-8-9-13(18)15(17(20)21-2)14(10-12)22-16(19)11-6-4-3-5-7-11/h3-7,12-15H,8-10H2,1-2H3/t12-,13+,14-,15+/m0/s1",[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,C17H21NO4,C01416,D00110,446220,46506326,27958,CHEMBL370805,COC,10194104,22418
DB00908,Quinidine,56-54-2,approved; investigational,LOUPRKONTZGTKE-LHHVKLHASA-N,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3/t13-,14-,19+,20-/m0/s1",[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,C20H24N2O2,C06527,D08458,441074,46505356,28593,CHEMBL1294,QDN,389880,50121975
DB00909,Zonisamide,68291-97-4,approved; investigational,UBQNRHZMVUUOMG-UHFFFAOYSA-N,"InChI=1S/C8H8N2O3S/c9-14(11,12)5-7-6-3-1-2-4-8(6)13-10-7/h1-4H,5H2,(H2,9,11,12)",NS(=O)(=O)CC1=NOC2=CC=CC=C12,C8H8N2O3S,C07504,D00538,5734,46505278,10127,CHEMBL750,ZON,5532,10888
DB00910,Paricalcitol,131918-61-1,approved; investigational,BPKAHTKRCLCHEA-UBFJEZKGSA-N,"InChI=1S/C27H44O3/c1-18(8-9-19(2)26(3,4)30)24-12-13-25-21(7-6-14-27(24,25)5)11-10-20-15-22(28)17-23(29)16-20/h8-11,18-19,22-25,28-30H,6-7,12-17H2,1-5H3/b9-8+,21-11+/t18-,19+,22-,23-,24-,25+,27-/m1/s1",[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O,C27H44O3,C08127,D00930,5281104,46505780,7931,CHEMBL1200622,,4444552,233195
DB00911,Tinidazole,19387-91-8,approved; investigational,HJLSLZFTEKNLFI-UHFFFAOYSA-N,"InChI=1S/C8H13N3O4S/c1-3-16(14,15)5-4-10-7(2)9-6-8(10)11(12)13/h6H,3-5H2,1-2H3",CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,C8H13N3O4S,,D01426,5479,46506396,63627,CHEMBL1220,,5279,50248360
DB00912,Repaglinide,135062-02-1,approved; investigational,FAEKWTJYAYMJKF-QHCPKHFHSA-N,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)/t23-/m0/s1",CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,C27H36N2O4,C07670,D00594,65981,46508150,8805,CHEMBL1272,BJX,59377,50153520
DB00915,Amantadine,768-94-5,approved,DKNWSYNQZKUICI-UHFFFAOYSA-N,"InChI=1S/C10H17N/c11-10-4-7-1-8(5-10)3-9(2-7)6-10/h7-9H,1-6,11H2",NC12CC3CC(CC(C3)C1)C2,C10H17N,C06818,,2130,46507081,2618,CHEMBL660,,2045,50033369
DB00916,Metronidazole,443-48-1,approved,VAOCPAMSLUNLGC-UHFFFAOYSA-N,"InChI=1S/C6H9N3O3/c1-5-7-4-6(9(11)12)8(5)2-3-10/h4,10H,2-3H2,1H3",CC1=NC=C(N1CCO)[N+]([O-])=O,C6H9N3O3,C07203,D00409,4173,46508911,6909,CHEMBL137,2MN,4029,50375309
DB00918,Almotriptan,154323-57-6,approved; investigational,WKEMJKQOLOHJLZ-UHFFFAOYSA-N,"InChI=1S/C17H25N3O2S/c1-19(2)10-7-15-12-18-17-6-5-14(11-16(15)17)13-23(21,22)20-8-3-4-9-20/h5-6,11-12,18H,3-4,7-10,13H2,1-2H3",CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,C17H25N3O2S,,,123606,46505165,520985,CHEMBL1505,,110198,
DB00919,Spectinomycin,1695-77-8,approved; investigational; vet_approved,UNFWWIHTNXNPBV-WXKVUWSESA-N,"InChI=1S/C14H24N2O7/c1-5-4-6(17)14(20)13(21-5)22-12-10(19)7(15-2)9(18)8(16-3)11(12)23-14/h5,7-13,15-16,18-20H,4H2,1-3H3/t5-,7-,8+,9+,10+,11-,12-,13+,14+/m1/s1",[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2,C14H24N2O7,C02078,,15541,46505032,9215,CHEMBL1167,SCM,14785,
DB00920,Ketotifen,34580-13-7,approved,ZCVMWBYGMWKGHF-UHFFFAOYSA-N,"InChI=1S/C19H19NOS/c1-20-9-6-13(7-10-20)18-15-5-3-2-4-14(15)12-17(21)19-16(18)8-11-22-19/h2-5,8,11H,6-7,9-10,12H2,1H3",CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12,C19H19NOS,,D01332,3827,46508921,92511,CHEMBL534,,3695,94597
DB00921,Buprenorphine,52485-79-7,approved; illicit; investigational; vet_approved,RMRJXGBAOAMLHD-IHFGGWKQSA-N,"InChI=1S/C29H41NO4/c1-25(2,3)26(4,32)20-15-27-10-11-29(20,33-5)24-28(27)12-13-30(16-17-6-7-17)21(27)14-18-8-9-19(31)23(34-24)22(18)28/h8-9,17,20-21,24,31-32H,6-7,10-16H2,1-5H3/t20-,21-,24-,26+,27-,28+,29-/m1/s1",CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,C29H41NO4,C08007,D07132,644073,46505782,3216,CHEMBL560511,,559124,50026603
DB00924,Cyclobenzaprine,303-53-7,approved,JURKNVYFZMSNLP-UHFFFAOYSA-N,"InChI=1S/C20H21N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-14H,7,15H2,1-2H3",CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,C20H21N,C06931,D07758,2895,46508313,3996,CHEMBL669,,2792,112774
DB00925,Phenoxybenzamine,59-96-1,approved,QZVCTJOXCFMACW-UHFFFAOYSA-N,"InChI=1S/C18H22ClNO/c1-16(15-21-18-10-6-3-7-11-18)20(13-12-19)14-17-8-4-2-5-9-17/h2-11,16H,12-15H2,1H3",CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,C18H22ClNO,C07435,,4768,46507191,8077,CHEMBL753,,4604,50017679
DB00927,Famotidine,76824-35-6,approved,XUFQPHANEAPEMJ-UHFFFAOYSA-N,"InChI=1S/C8H15N7O2S3/c9-6(15-20(12,16)17)1-2-18-3-5-4-19-8(13-5)14-7(10)11/h4H,1-3H2,(H2,9,15)(H2,12,16,17)(H4,10,11,13,14)",NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,C8H15N7O2S3,,D00318,3325,46507397,4975,CHEMBL902,,3208,50036754
DB00929,Misoprostol,59122-46-2,approved,OJLOPKGSLYJEMD-URPKTTJQSA-N,"InChI=1S/C22H38O5/c1-4-5-14-22(2,26)15-10-12-18-17(19(23)16-20(18)24)11-8-6-7-9-13-21(25)27-3/h10,12,17-18,20,24,26H,4-9,11,13-16H2,1-3H3/b12-10+/t17-,18-,20-,22?/m1/s1",CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,C22H38O5,,D00419,5282381,46505041,63610,CHEMBL606,,4445541,85606
DB00932,Tipranavir,174484-41-4,approved; investigational,SUJUHGSWHZTSEU-FYBSXPHGSA-N,"InChI=1S/C31H33F3N2O5S/c1-3-16-30(17-15-21-9-6-5-7-10-21)19-26(37)28(29(38)41-30)25(4-2)22-11-8-12-24(18-22)36-42(39,40)27-14-13-23(20-35-27)31(32,33)34/h5-14,18,20,25,36-37H,3-4,15-17,19H2,1-2H3/t25-,30-/m1/s1",[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O,C31H33F3N2O5S,,,54682461,46506257,63628,CHEMBL222559,TPV,10482313,50479982
DB00933,Mesoridazine,5588-33-0,approved; investigational,SLVMESMUVMCQIY-UHFFFAOYSA-N,"InChI=1S/C21H26N2OS2/c1-22-13-6-5-7-16(22)12-14-23-18-8-3-4-9-20(18)25-21-11-10-17(26(2)24)15-19(21)23/h3-4,8-11,15-16H,5-7,12-14H2,1-2H3",CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2,C21H26N2OS2,C07143,D02671,4078,46506724,6780,CHEMBL1088,,3936,50131440
DB00937,Diethylpropion,90-84-6,approved; illicit,XXEPPPIWZFICOJ-UHFFFAOYSA-N,"InChI=1S/C13H19NO/c1-4-14(5-2)11(3)13(15)12-9-7-6-8-10-12/h6-11H,4-5H2,1-3H3",CCN(CC)C(C)C(=O)C1=CC=CC=C1,C13H19NO,C06954,D07444,7029,46506622,4530,CHEMBL1194666,,6762,
DB00938,Salmeterol,89365-50-4,approved,GIIZNNXWQWCKIB-UHFFFAOYSA-N,"InChI=1S/C25H37NO4/c27-20-23-18-22(13-14-24(23)28)25(29)19-26-15-7-1-2-8-16-30-17-9-6-12-21-10-4-3-5-11-21/h3-5,10-11,13-14,18,25-29H,1-2,6-9,12,15-17,19-20H2",OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,C25H37NO4,C07241,D05792,5152,46508024,64064,CHEMBL1263,,4968,25771
DB00949,Felbamate,25451-15-4,approved,WKGXYQFOCVYPAC-UHFFFAOYSA-N,"InChI=1S/C11H14N2O4/c12-10(14)16-6-9(7-17-11(13)15)8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H2,12,14)(H2,13,15)",NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,C11H14N2O4,C07501,D00536,3331,46506375,4995,CHEMBL1094,,3214,50088430
DB00950,Fexofenadine,83799-24-0,approved; investigational,RWTNPBWLLIMQHL-UHFFFAOYSA-N,"InChI=1S/C32H39NO4/c1-31(2,30(35)36)25-17-15-24(16-18-25)29(34)14-9-21-33-22-19-28(20-23-33)32(37,26-10-5-3-6-11-26)27-12-7-4-8-13-27/h3-8,10-13,15-18,28-29,34,37H,9,14,19-23H2,1-2H3,(H,35,36)",CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,C32H39NO4,C06999,D07958,3348,46504676,5050,CHEMBL914,,3231,22874
DB00951,Isoniazid,54-85-3,approved; investigational,QRXWMOHMRWLFEY-UHFFFAOYSA-N,"InChI=1S/C6H7N3O/c7-9-6(10)5-1-3-8-4-2-5/h1-4H,7H2,(H,9,10)",NNC(=O)C1=CC=NC=C1,C6H7N3O,C07054,D00346,3767,46506039,6030,CHEMBL64,NIZ,3635,50336507
DB00952,Naratriptan,121679-13-8,approved; investigational,AMKVXSZCKVJAGH-UHFFFAOYSA-N,"InChI=1S/C17H25N3O2S/c1-18-23(21,22)10-7-13-3-4-17-15(11-13)16(12-19-17)14-5-8-20(2)9-6-14/h3-4,11-12,14,18-19H,5-10H2,1-2H3",CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,C17H25N3O2S,C07792,D08255,4440,46507243,7478,CHEMBL1278,,4287,50073682
DB00953,Rizatriptan,144034-80-0,approved,ULFRLSNUDGIQQP-UHFFFAOYSA-N,"InChI=1S/C15H19N5/c1-19(2)6-5-13-8-17-15-4-3-12(7-14(13)15)9-20-11-16-10-18-20/h3-4,7-8,10-11,17H,5-6,9H2,1-2H3",CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,C15H19N5,,D00675,5078,46506557,48273,CHEMBL905,,4900,50033437
DB00958,Carboplatin,41575-94-4,approved,OLESAACUTLOWQZ-UHFFFAOYSA-L,"InChI=1S/C6H8O4.2H3N.Pt/c7-4(8)6(5(9)10)2-1-3-6;;;/h1-3H2,(H,7,8)(H,9,10);2*1H3;/q;;;+2/p-2",[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H],C6H12N2O4Pt,,D01363,38904,46507170,31355,CHEMBL1351,,8514637,
DB00959,Methylprednisolone,83-43-2,approved; vet_approved,VHRSUDSXCMQTMA-PJHHCJLFSA-N,"InChI=1S/C22H30O5/c1-12-8-14-15-5-7-22(27,18(26)11-23)21(15,3)10-17(25)19(14)20(2)6-4-13(24)9-16(12)20/h4,6,9,12,14-15,17,19,23,25,27H,5,7-8,10-11H2,1-3H3/t12-,14-,15-,17-,19+,20-,21-,22-/m0/s1",[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,C22H30O5,,D00407,6741,46504885,6888,CHEMBL650,,6485,50103616
DB00960,Pindolol,13523-86-9,approved; investigational,JZQKKSLKJUAGIC-UHFFFAOYSA-N,"InChI=1S/C14H20N2O2/c1-10(2)16-8-11(17)9-18-14-5-3-4-13-12(14)6-7-15-13/h3-7,10-11,15-17H,8-9H2,1-2H3",CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,C14H20N2O2,C07445,D00513,4828,46508362,8214,CHEMBL500,,4662,50019443
DB00961,Mepivacaine,96-88-8,approved; vet_approved,INWLQCZOYSRPNW-UHFFFAOYSA-N,"InChI=1S/C15H22N2O/c1-11-7-6-8-12(2)14(11)16-15(18)13-9-4-5-10-17(13)3/h6-8,13H,4-5,9-10H2,1-3H3,(H,16,18)",CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,C15H22N2O,C07528,D08181,4062,46507857,6759,CHEMBL1087,,3922,50417964
DB00962,Zaleplon,151319-34-5,approved; illicit; investigational,HUNXMJYCHXQEGX-UHFFFAOYSA-N,"InChI=1S/C17H15N5O/c1-3-21(12(2)23)15-6-4-5-13(9-15)16-7-8-19-17-14(10-18)11-20-22(16)17/h4-9,11H,3H2,1-2H3",CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,C17H15N5O,C07484,D00530,5719,46508267,10102,CHEMBL1521,,5517,86521
DB00963,Bromfenac,91714-94-2,approved,ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,"InChI=1S/C15H12BrNO3/c16-11-6-4-9(5-7-11)15(20)12-3-1-2-10(14(12)17)8-13(18)19/h1-7H,8,17H2,(H,18,19)",NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,C15H12BrNO3,,D07541,60726,46508121,240107,CHEMBL1077,27R,54730,50248104
DB00964,Apraclonidine,66711-21-5,approved,IEJXVRYNEISIKR-UHFFFAOYSA-N,"InChI=1S/C9H10Cl2N4/c10-6-3-5(12)4-7(11)8(6)15-9-13-1-2-14-9/h3-4H,1-2,12H2,(H2,13,14,15)",NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,C9H10Cl2N4,C07668,,2216,46505614,2788,CHEMBL647,,2130,50021812
DB00966,Telmisartan,144701-48-4,approved; investigational,RMMXLENWKUUMAY-UHFFFAOYSA-N,"InChI=1S/C33H30N4O2/c1-4-9-30-35-31-21(2)18-24(32-34-27-12-7-8-13-28(27)36(32)3)19-29(31)37(30)20-22-14-16-23(17-15-22)25-10-5-6-11-26(25)33(38)39/h5-8,10-19H,4,9,20H2,1-3H3,(H,38,39)",CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,C33H30N4O2,C07710,D00627,65999,46505370,9434,CHEMBL1017,TLS,59391,50043280
DB00967,Desloratadine,100643-71-8,approved; investigational,JAUOIFJMECXRGI-UHFFFAOYSA-N,"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2",ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,C19H19ClN2,,D03693,124087,46507996,291342,CHEMBL1172,,110575,50073179
DB00968,Methyldopa,555-30-6,approved,CJCSPKMFHVPWAR-JTQLQIEISA-N,"InChI=1S/C10H13NO4/c1-10(11,9(14)15)5-6-2-3-7(12)8(13)4-6/h2-4,12-13H,5,11H2,1H3,(H,14,15)/t10-/m0/s1",C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,C10H13NO4,C07194,D08205,38853,46508535,61058,CHEMBL459,,35562,48449
DB00969,Alosetron,122852-42-0,approved; withdrawn,JSWZEAMFRNKZNL-UHFFFAOYSA-N,"InChI=1S/C17H18N4O/c1-11-13(19-10-18-11)9-21-8-7-15-16(17(21)22)12-5-3-4-6-14(12)20(15)2/h3-6,10H,7-9H2,1-2H3,(H,18,19)",CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2,C17H18N4O,,D07129,2099,46506274,253342,CHEMBL1110,,2015,50014558
DB00972,Azelastine,58581-89-8,approved,MBUVEWMHONZEQD-UHFFFAOYSA-N,"InChI=1S/C22H24ClN3O/c1-25-13-4-5-18(12-14-25)26-22(27)20-7-3-2-6-19(20)21(24-26)15-16-8-10-17(23)11-9-16/h2-3,6-11,18H,4-5,12-15H2,1H3",CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,C22H24ClN3O,C07768,D07483,2267,46507582,2950,CHEMBL639,,2180,50341448
DB00973,Ezetimibe,163222-33-1,approved,OLNTVTPDXPETLC-XPWALMASSA-N,"InChI=1S/C24H21F2NO3/c25-17-5-1-15(2-6-17)22(29)14-13-21-23(16-3-11-20(28)12-4-16)27(24(21)30)19-9-7-18(26)8-10-19/h1-12,21-23,28-29H,13-14H2/t21-,22+,23-/m1/s1",[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,C24H21F2NO3,,D01966,150311,46507625,49040,CHEMBL1138,,132493,50371521
DB00975,Dipyridamole,58-32-2,approved,IZEKFCXSFNUWAM-UHFFFAOYSA-N,"InChI=1S/C24H40N8O4/c33-15-11-31(12-16-34)23-26-20-19(21(27-23)29-7-3-1-4-8-29)25-24(32(13-17-35)14-18-36)28-22(20)30-9-5-2-6-10-30/h33-36H,1-18H2",OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,C24H40N8O4,,D00302,3108,46506292,4653,CHEMBL932,,2997,23620
DB00976,Telithromycin,191114-48-4,approved,LJVAJPDWBABPEJ-PNUFFHFMSA-N,"InChI=1S/C43H65N5O10/c1-12-33-43(8)37(48(41(53)58-43)19-14-13-18-47-23-31(45-24-47)30-16-15-17-44-22-30)27(4)34(49)25(2)21-42(7,54-11)38(28(5)35(50)29(6)39(52)56-33)57-40-36(51)32(46(9)10)20-26(3)55-40/h15-17,22-29,32-33,36-38,40,51H,12-14,18-21H2,1-11H3/t25-,26-,27+,28+,29-,32+,33-,36-,37-,38-,40+,42-,43-/m1/s1",[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1,C43H65N5O10,C12009,D01078,3002190,46504510,29688,CHEMBL1136,TEL,2273373,50378137
DB00978,Lomefloxacin,98079-51-7,approved; investigational,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,"InChI=1S/C17H19F2N3O3/c1-3-21-8-11(17(24)25)16(23)10-6-12(18)15(13(19)14(10)21)22-5-4-20-9(2)7-22/h6,8-9,20H,3-5,7H2,1-2H3,(H,24,25)",CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,C17H19F2N3O3,C07078,D02318,3948,46508499,116278,CHEMBL561,,3811,50417952
DB00979,Cyclopentolate,512-15-2,approved,SKYSRIRYMSLOIN-UHFFFAOYSA-N,"InChI=1S/C17H25NO3/c1-18(2)12-13-21-16(19)15(14-8-4-3-5-9-14)17(20)10-6-7-11-17/h3-5,8-9,15,20H,6-7,10-13H2,1-2H3",CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,C17H25NO3,C06932,,2905,46504517,4024,CHEMBL1201338,,2802,82375
DB00980,Ramelteon,196597-26-9,approved; investigational,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,"InChI=1S/C16H21NO2/c1-2-15(18)17-9-7-12-4-3-11-5-6-14-13(16(11)12)8-10-19-14/h5-6,12H,2-4,7-10H2,1H3,(H,17,18)/t12-/m0/s1",CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,C16H21NO2,,,208902,46505923,109549,CHEMBL1218,JEV,181000,50118470
DB00981,Physostigmine,57-47-6,approved; investigational,PIJVFDBKTWXHHD-HIFRSBDPSA-N,"InChI=1S/C15H21N3O2/c1-15-7-8-17(3)13(15)18(4)12-6-5-10(9-11(12)15)20-14(19)16-2/h5-6,9,13H,7-8H2,1-4H3,(H,16,19)/t13-,15+/m1/s1",[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,C15H21N3O2,C06535,D00196,5983,46506998,27953,CHEMBL94,,5763,50222010
